run_date,code,name,wics,metric,period,value
2026-07-13,028260,삼성물산,복합기업,target_price,,585385.0
2026-07-13,028260,삼성물산,복합기업,rev_e,2026/12,441678.0
2026-07-13,028260,삼성물산,복합기업,op_e,2026/12,36331.0
2026-07-13,000270,기아,자동차,target_price,,232826.0
2026-07-13,000270,기아,자동차,rev_e,2026/12,1240124.0
2026-07-13,000270,기아,자동차,op_e,2026/12,102467.0
2026-07-13,055550,신한지주,은행,target_price,,132278.0
2026-07-13,055550,신한지주,은행,op_e,2026/12,76926.0
2026-07-13,329180,HD현대중공업,조선,target_price,,921048.0
2026-07-13,329180,HD현대중공업,조선,rev_e,2026/12,248924.0
2026-07-13,329180,HD현대중공업,조선,op_e,2026/12,38898.0
2026-07-13,012450,한화에어로스페이스,우주항공과국방,target_price,,1803889.0
2026-07-13,012450,한화에어로스페이스,우주항공과국방,rev_e,2026/12,302395.0
2026-07-13,012450,한화에어로스페이스,우주항공과국방,op_e,2026/12,42648.0
2026-07-13,034020,두산에너빌리티,기계,target_price,,150200.0
2026-07-13,034020,두산에너빌리티,기계,rev_e,2026/12,181012.0
2026-07-13,034020,두산에너빌리티,기계,op_e,2026/12,11196.0
2026-07-13,012330,현대모비스,자동차부품,target_price,,781200.0
2026-07-13,012330,현대모비스,자동차부품,rev_e,2026/12,652140.0
2026-07-13,012330,현대모비스,자동차부품,op_e,2026/12,37235.0
2026-07-13,034730,SK,석유와가스,target_price,,853692.0
2026-07-13,034730,SK,석유와가스,rev_e,2026/12,1418951.0
2026-07-13,034730,SK,석유와가스,op_e,2026/12,98678.0
2026-07-13,068270,셀트리온,제약,target_price,,265398.0
2026-07-13,068270,셀트리온,제약,rev_e,2026/12,53265.0
2026-07-13,068270,셀트리온,제약,op_e,2026/12,17804.0
2026-07-13,086790,하나금융지주,은행,target_price,,160474.0
2026-07-13,086790,하나금융지주,은행,op_e,2026/12,60435.0
2026-07-13,006400,삼성SDI,전기제품,target_price,,802130.0
2026-07-13,006400,삼성SDI,전기제품,rev_e,2026/12,156606.0
2026-07-13,006400,삼성SDI,전기제품,op_e,2026/12,83.0
2026-07-13,066570,LG전자,전자제품,target_price,,218250.0
2026-07-13,066570,LG전자,전자제품,rev_e,2026/12,949907.0
2026-07-13,066570,LG전자,전자제품,op_e,2026/12,42384.0
2026-07-13,035420,NAVER,양방향미디어와서비스,target_price,,329667.0
2026-07-13,035420,NAVER,양방향미디어와서비스,rev_e,2026/12,137611.0
2026-07-13,035420,NAVER,양방향미디어와서비스,op_e,2026/12,23974.0
2026-07-13,000810,삼성화재,손해보험,target_price,,696882.0
2026-07-13,000810,삼성화재,손해보험,op_e,2026/12,30345.0
2026-07-13,267260,HD현대일렉트릭,전기장비,target_price,,1456923.0
2026-07-13,267260,HD현대일렉트릭,전기장비,rev_e,2026/12,46646.0
2026-07-13,267260,HD현대일렉트릭,전기장비,op_e,2026/12,12375.0
2026-07-13,010120,LS ELECTRIC,전기장비,target_price,,268846.0
2026-07-13,010120,LS ELECTRIC,전기장비,rev_e,2026/12,61820.0
2026-07-13,010120,LS ELECTRIC,전기장비,op_e,2026/12,6602.0
2026-07-13,298040,효성중공업,전기장비,target_price,,4661538.0
2026-07-13,298040,효성중공업,전기장비,rev_e,2026/12,71214.0
2026-07-13,298040,효성중공업,전기장비,op_e,2026/12,10942.0
2026-07-13,005490,POSCO홀딩스,철강,target_price,,545529.0
2026-07-13,005490,POSCO홀딩스,철강,rev_e,2026/12,726523.0
2026-07-13,005490,POSCO홀딩스,철강,op_e,2026/12,31078.0
2026-07-13,009540,HD한국조선해양,조선,target_price,,598571.0
2026-07-13,009540,HD한국조선해양,조선,rev_e,2026/12,338030.0
2026-07-13,009540,HD한국조선해양,조선,op_e,2026/12,56418.0
2026-07-13,042660,한화오션,조선,target_price,,161150.0
2026-07-13,042660,한화오션,조선,rev_e,2026/12,140385.0
2026-07-13,042660,한화오션,조선,op_e,2026/12,19012.0
2026-07-13,316140,우리금융지주,은행,target_price,,43850.0
2026-07-13,316140,우리금융지주,은행,op_e,2026/12,43418.0
2026-07-13,006800,미래에셋증권,증권,target_price,,70500.0
2026-07-13,006800,미래에셋증권,증권,rev_e,2026/12,412959.0
2026-07-13,006800,미래에셋증권,증권,op_e,2026/12,41656.0
2026-07-13,015760,한국전력,전기유틸리티,target_price,,56667.0
2026-07-13,015760,한국전력,전기유틸리티,rev_e,2026/12,985021.0
2026-07-13,015760,한국전력,전기유틸리티,op_e,2026/12,97617.0
2026-07-13,010130,고려아연,비철금속,target_price,,1764500.0
2026-07-13,010130,고려아연,비철금속,rev_e,2026/12,234635.0
2026-07-13,010130,고려아연,비철금속,op_e,2026/12,23854.0
2026-07-13,000150,두산,복합기업,target_price,,2305385.0
2026-07-13,000150,두산,복합기업,rev_e,2026/12,216928.0
2026-07-13,000150,두산,복합기업,op_e,2026/12,17064.0
2026-07-13,042700,한미반도체,반도체와반도체장비,target_price,,380000.0
2026-07-13,042700,한미반도체,반도체와반도체장비,rev_e,2026/12,7850.0
2026-07-13,042700,한미반도체,반도체와반도체장비,op_e,2026/12,3694.0
2026-07-13,138040,메리츠금융지주,증권,target_price,,148000.0
2026-07-13,138040,메리츠금융지주,증권,op_e,2026/12,32058.0
2026-07-13,010140,삼성중공업,조선,target_price,,39900.0
2026-07-13,010140,삼성중공업,조선,rev_e,2026/12,128170.0
2026-07-13,010140,삼성중공업,조선,op_e,2026/12,14957.0
2026-07-13,096770,SK이노베이션,석유와가스,target_price,,166909.0
2026-07-13,096770,SK이노베이션,석유와가스,rev_e,2026/12,1022217.0
2026-07-13,096770,SK이노베이션,석유와가스,op_e,2026/12,50950.0
2026-07-13,064350,현대로템,우주항공과국방,target_price,,310500.0
2026-07-13,064350,현대로템,우주항공과국방,rev_e,2026/12,69403.0
2026-07-13,064350,현대로템,우주항공과국방,op_e,2026/12,11805.0
2026-07-13,011200,HMM,해운사,target_price,,22455.0
2026-07-13,011200,HMM,해운사,rev_e,2026/12,116563.0
2026-07-13,011200,HMM,해운사,op_e,2026/12,11608.0
2026-07-13,017670,SK텔레콤,무선통신서비스,target_price,,117059.0
2026-07-13,017670,SK텔레콤,무선통신서비스,rev_e,2026/12,177610.0
2026-07-13,017670,SK텔레콤,무선통신서비스,op_e,2026/12,19165.0
2026-07-13,051910,LG화학,화학,target_price,,449929.0
2026-07-13,051910,LG화학,화학,rev_e,2026/12,542857.0
2026-07-13,051910,LG화학,화학,op_e,2026/12,15532.0
2026-07-13,033780,KT&G,담배,target_price,,227143.0
2026-07-13,033780,KT&G,담배,rev_e,2026/12,69698.0
2026-07-13,033780,KT&G,담배,op_e,2026/12,15108.0
2026-07-13,196170,알테오젠,생물공학,target_price,,566667.0
2026-07-13,196170,알테오젠,생물공학,rev_e,2026/12,4674.0
2026-07-13,196170,알테오젠,생물공학,op_e,2026/12,2859.0
2026-07-13,024110,기업은행,은행,target_price,,27714.0
2026-07-13,024110,기업은행,은행,op_e,2026/12,37016.0
2026-07-13,079550,LIG디펜스앤에어로스페이스,우주항공과국방,target_price,,1160000.0
2026-07-13,079550,LIG디펜스앤에어로스페이스,우주항공과국방,rev_e,2026/12,51371.0
2026-07-13,079550,LIG디펜스앤에어로스페이스,우주항공과국방,op_e,2026/12,4501.0
2026-07-13,010950,S-Oil,석유와가스,target_price,,149176.0
2026-07-13,010950,S-Oil,석유와가스,rev_e,2026/12,417125.0
2026-07-13,010950,S-Oil,석유와가스,op_e,2026/12,35619.0
2026-07-13,011070,LG이노텍,전자장비와기기,target_price,,1219190.0
2026-07-13,011070,LG이노텍,전자장비와기기,rev_e,2026/12,245423.0
2026-07-13,011070,LG이노텍,전자장비와기기,op_e,2026/12,11680.0
2026-07-13,267250,HD현대,조선,target_price,,382000.0
2026-07-13,267250,HD현대,조선,rev_e,2026/12,807008.0
2026-07-13,267250,HD현대,조선,op_e,2026/12,90457.0
2026-07-13,035720,카카오,양방향미디어와서비스,target_price,,65235.0
2026-07-13,035720,카카오,양방향미디어와서비스,rev_e,2026/12,82450.0
2026-07-13,035720,카카오,양방향미디어와서비스,op_e,2026/12,9387.0
2026-07-13,003550,LG,복합기업,target_price,,144909.0
2026-07-13,003550,LG,복합기업,rev_e,2026/12,82094.0
2026-07-13,003550,LG,복합기업,op_e,2026/12,16183.0
2026-07-13,018260,삼성에스디에스,IT서비스,target_price,,250300.0
2026-07-13,018260,삼성에스디에스,IT서비스,rev_e,2026/12,143018.0
2026-07-13,018260,삼성에스디에스,IT서비스,op_e,2026/12,8342.0
2026-07-13,278470,에이피알,화장품,target_price,,524737.0
2026-07-13,278470,에이피알,화장품,rev_e,2026/12,28623.0
2026-07-13,278470,에이피알,화장품,op_e,2026/12,7140.0
2026-07-13,086280,현대글로비스,항공화물운송과물류,target_price,,324353.0
2026-07-13,086280,현대글로비스,항공화물운송과물류,rev_e,2026/12,320659.0
2026-07-13,086280,현대글로비스,항공화물운송과물류,op_e,2026/12,21753.0
2026-07-13,047810,한국항공우주,우주항공과국방,target_price,,221533.0
2026-07-13,047810,한국항공우주,우주항공과국방,rev_e,2026/12,56701.0
2026-07-13,047810,한국항공우주,우주항공과국방,op_e,2026/12,4680.0
2026-07-13,003670,포스코퓨처엠,화학,target_price,,255875.0
2026-07-13,003670,포스코퓨처엠,화학,rev_e,2026/12,33751.0
2026-07-13,003670,포스코퓨처엠,화학,op_e,2026/12,953.0
2026-07-13,030200,KT,다각화된통신서비스,target_price,,75111.0
2026-07-13,030200,KT,다각화된통신서비스,rev_e,2026/12,276995.0
2026-07-13,030200,KT,다각화된통신서비스,op_e,2026/12,20653.0
2026-07-13,071050,한국금융지주,증권,target_price,,346500.0
2026-07-13,071050,한국금융지주,증권,rev_e,2026/12,443840.0
2026-07-13,071050,한국금융지주,증권,op_e,2026/12,35233.0
2026-07-13,272210,한화시스템,우주항공과국방,target_price,,141583.0
2026-07-13,272210,한화시스템,우주항공과국방,rev_e,2026/12,43505.0
2026-07-13,272210,한화시스템,우주항공과국방,op_e,2026/12,2744.0
2026-07-13,307950,현대오토에버,IT서비스,target_price,,684063.0
2026-07-13,307950,현대오토에버,IT서비스,rev_e,2026/12,47613.0
2026-07-13,307950,현대오토에버,IT서비스,op_e,2026/12,2766.0
2026-07-13,247540,에코프로비엠,전기제품,target_price,,251588.0
2026-07-13,247540,에코프로비엠,전기제품,rev_e,2026/12,30484.0
2026-07-13,247540,에코프로비엠,전기제품,op_e,2026/12,1133.0
2026-07-13,000720,현대건설,건설,target_price,,213400.0
2026-07-13,000720,현대건설,건설,rev_e,2026/12,269135.0
2026-07-13,000720,현대건설,건설,op_e,2026/12,8244.0
2026-07-13,323410,카카오뱅크,은행,target_price,,30208.0
2026-07-13,323410,카카오뱅크,은행,op_e,2026/12,7101.0
2026-07-13,005940,NH투자증권,증권,target_price,,42750.0
2026-07-13,005940,NH투자증권,증권,rev_e,2026/12,238824.0
2026-07-13,005940,NH투자증권,증권,op_e,2026/12,21770.0
2026-07-13,259960,크래프톤,게임엔터테인먼트,target_price,,379444.0
2026-07-13,259960,크래프톤,게임엔터테인먼트,rev_e,2026/12,48472.0
2026-07-13,259960,크래프톤,게임엔터테인먼트,op_e,2026/12,14813.0
2026-07-13,005830,DB손해보험,손해보험,target_price,,218176.0
2026-07-13,005830,DB손해보험,손해보험,op_e,2026/12,20748.0
2026-07-13,016360,삼성증권,증권,target_price,,165611.0
2026-07-13,016360,삼성증권,증권,rev_e,2026/12,211630.0
2026-07-13,016360,삼성증권,증권,op_e,2026/12,22640.0
2026-07-13,003490,대한항공,항공사,target_price,,34615.0
2026-07-13,003490,대한항공,항공사,rev_e,2026/12,274182.0
2026-07-13,003490,대한항공,항공사,op_e,2026/12,8666.0
2026-07-13,006260,LS,전기장비,target_price,,621200.0
2026-07-13,006260,LS,전기장비,rev_e,2026/12,392372.0
2026-07-13,006260,LS,전기장비,op_e,2026/12,16669.0
2026-07-13,352820,하이브,방송과엔터테인먼트,target_price,,369500.0
2026-07-13,352820,하이브,방송과엔터테인먼트,rev_e,2026/12,44053.0
2026-07-13,352820,하이브,방송과엔터테인먼트,op_e,2026/12,2659.0
2026-07-13,047050,포스코인터내셔널,무역회사와판매업체,target_price,,101462.0
2026-07-13,047050,포스코인터내셔널,무역회사와판매업체,rev_e,2026/12,337217.0
2026-07-13,047050,포스코인터내셔널,무역회사와판매업체,op_e,2026/12,13941.0
2026-07-13,443060,HD현대마린솔루션,조선,target_price,,327000.0
2026-07-13,443060,HD현대마린솔루션,조선,rev_e,2026/12,24041.0
2026-07-13,443060,HD현대마린솔루션,조선,op_e,2026/12,4346.0
2026-07-13,161390,한국타이어앤테크놀로지,자동차부품,target_price,,85733.0
2026-07-13,161390,한국타이어앤테크놀로지,자동차부품,rev_e,2026/12,224556.0
2026-07-13,161390,한국타이어앤테크놀로지,자동차부품,op_e,2026/12,21431.0
2026-07-13,039490,키움증권,증권,target_price,,548118.0
2026-07-13,039490,키움증권,증권,rev_e,2026/12,255671.0
2026-07-13,039490,키움증권,증권,op_e,2026/12,21922.0
2026-07-13,036930,주성엔지니어링,반도체와반도체장비,target_price,,189500.0
2026-07-13,036930,주성엔지니어링,반도체와반도체장비,rev_e,2026/12,3514.0
2026-07-13,036930,주성엔지니어링,반도체와반도체장비,op_e,2026/12,602.0
2026-07-13,003230,삼양식품,식품,target_price,,1870714.0
2026-07-13,003230,삼양식품,식품,rev_e,2026/12,30626.0
2026-07-13,003230,삼양식품,식품,op_e,2026/12,7298.0
2026-07-13,028050,삼성E&A,건설,target_price,,67816.0
2026-07-13,028050,삼성E&A,건설,rev_e,2026/12,101875.0
2026-07-13,028050,삼성E&A,건설,op_e,2026/12,8840.0
2026-07-13,277810,레인보우로보틱스,기계,target_price,,915000.0
2026-07-13,277810,레인보우로보틱스,기계,rev_e,2026/12,600.0
2026-07-13,277810,레인보우로보틱스,기계,op_e,2026/12,40.0
2026-07-13,078930,GS,석유와가스,target_price,,98000.0
2026-07-13,078930,GS,석유와가스,rev_e,2026/12,276022.0
2026-07-13,078930,GS,석유와가스,op_e,2026/12,41970.0
2026-07-13,007660,이수페타시스,반도체와반도체장비,target_price,,179615.0
2026-07-13,007660,이수페타시스,반도체와반도체장비,rev_e,2026/12,15446.0
2026-07-13,007660,이수페타시스,반도체와반도체장비,op_e,2026/12,3259.0
2026-07-13,090430,아모레퍼시픽,화장품,target_price,,167667.0
2026-07-13,090430,아모레퍼시픽,화장품,rev_e,2026/12,46029.0
2026-07-13,090430,아모레퍼시픽,화장품,op_e,2026/12,4638.0
2026-07-13,064400,LG씨엔에스,IT서비스,target_price,,100700.0
2026-07-13,064400,LG씨엔에스,IT서비스,rev_e,2026/12,66178.0
2026-07-13,064400,LG씨엔에스,IT서비스,op_e,2026/12,6163.0
2026-07-13,047040,대우건설,건설,target_price,,32889.0
2026-07-13,047040,대우건설,건설,rev_e,2026/12,80967.0
2026-07-13,047040,대우건설,건설,op_e,2026/12,7131.0
2026-07-13,950160,코오롱티슈진,생물공학,target_price,,280000.0
2026-07-13,950160,코오롱티슈진,생물공학,rev_e,2026/12,60.0
2026-07-13,950160,코오롱티슈진,생물공학,op_e,2026/12,-290.0
2026-07-13,000880,한화,복합기업,target_price,,173700.0
2026-07-13,000880,한화,복합기업,rev_e,2026/12,849471.0
2026-07-13,000880,한화,복합기업,op_e,2026/12,56369.0
2026-07-13,021240,코웨이,가정용기기와용품,target_price,,125000.0
2026-07-13,021240,코웨이,가정용기기와용품,rev_e,2026/12,56212.0
2026-07-13,021240,코웨이,가정용기기와용품,op_e,2026/12,10136.0
2026-07-13,326030,SK바이오팜,제약,target_price,,147273.0
2026-07-13,326030,SK바이오팜,제약,rev_e,2026/12,9588.0
2026-07-13,326030,SK바이오팜,제약,op_e,2026/12,3377.0
2026-07-13,032640,LG유플러스,무선통신서비스,target_price,,19941.0
2026-07-13,032640,LG유플러스,무선통신서비스,rev_e,2026/12,156615.0
2026-07-13,032640,LG유플러스,무선통신서비스,op_e,2026/12,11111.0
2026-07-13,240810,원익IPS,반도체와반도체장비,target_price,,174200.0
2026-07-13,240810,원익IPS,반도체와반도체장비,rev_e,2026/12,13097.0
2026-07-13,240810,원익IPS,반도체와반도체장비,op_e,2026/12,1872.0
2026-07-13,267270,HD건설기계,기계,target_price,,216167.0
2026-07-13,267270,HD건설기계,기계,rev_e,2026/12,91940.0
2026-07-13,267270,HD건설기계,기계,op_e,2026/12,6959.0
2026-07-13,241560,두산밥캣,기계,target_price,,91071.0
2026-07-13,241560,두산밥캣,기계,rev_e,2026/12,93435.0
2026-07-13,241560,두산밥캣,기계,op_e,2026/12,7591.0
2026-07-13,138930,BNK금융지주,은행,target_price,,24400.0
2026-07-13,138930,BNK금융지주,은행,op_e,2026/12,11091.0
2026-07-13,353200,대덕전자,전자장비와기기,target_price,,203214.0
2026-07-13,353200,대덕전자,전자장비와기기,rev_e,2026/12,15254.0
2026-07-13,353200,대덕전자,전자장비와기기,op_e,2026/12,2502.0
2026-07-13,004170,신세계,백화점과일반상점,target_price,,805556.0
2026-07-13,004170,신세계,백화점과일반상점,rev_e,2026/12,72957.0
2026-07-13,004170,신세계,백화점과일반상점,op_e,2026/12,7610.0
2026-07-13,001440,대한전선,전기장비,target_price,,57200.0
2026-07-13,001440,대한전선,전기장비,rev_e,2026/12,42877.0
2026-07-13,001440,대한전선,전기장비,op_e,2026/12,1964.0
2026-07-13,029780,삼성카드,카드,target_price,,61500.0
2026-07-13,029780,삼성카드,카드,rev_e,2026/12,46257.0
2026-07-13,029780,삼성카드,카드,op_e,2026/12,8470.0
2026-07-13,058470,리노공업,반도체와반도체장비,target_price,,136167.0
2026-07-13,058470,리노공업,반도체와반도체장비,rev_e,2026/12,4520.0
2026-07-13,058470,리노공업,반도체와반도체장비,op_e,2026/12,2191.0
2026-07-13,009830,한화솔루션,에너지장비및서비스,target_price,,53770.0
2026-07-13,009830,한화솔루션,에너지장비및서비스,rev_e,2026/12,182146.0
2026-07-13,009830,한화솔루션,에너지장비및서비스,op_e,2026/12,7642.0
